Price,Date,Close,High,Low,Open,Volume
Ticker,,MSFT,MSFT,MSFT,MSFT,MSFT
0,2020-01-02,153.04229736328125,153.14710838701015,150.86034091881393,151.2891080017366,22622100
1,2020-01-03,151.13668823242188,152.40394380092795,150.60311000124383,150.8508531363739,21116200
2,2020-01-06,151.5272979736328,151.59400249956286,149.12618220164597,149.66929777937992,20813700
3,2020-01-07,150.14573669433594,152.1371317710887,149.89800813543405,151.8036526962878,21634100
4,2020-01-08,152.5373077392578,153.21381792157746,150.49826874289445,151.43203046001807,27746500
5,2020-01-09,154.44297790527344,154.56684946858653,153.43298849679525,154.2047723074657,21385000
6,2020-01-10,153.7283477783203,155.51965837091927,153.57589271960666,155.13853526304973,20725900
7,2020-01-13,155.57679748535156,155.60538098637048,153.6520926962427,154.12850376510744,21626500
8,2020-01-14,154.4810791015625,155.8817289998893,154.09041848199348,155.68162992630803,23477400
9,2020-01-15,155.4815216064453,156.20567579261396,154.9003140143662,154.94794349384517,21417900
10,2020-01-16,158.33047485351562,158.39717939109113,156.29143577737156,156.59634588243543,23865400
11,2020-01-17,159.21656799316406,159.56910749394856,157.6253423991826,159.52146348437785,34371700
12,2020-01-21,158.64486694335938,160.25513848961072,158.57816242302457,158.81636792894554,29517200
13,2020-01-22,157.88262939453125,159.5881892069386,157.86356888038867,159.5024241627532,24138800
14,2020-01-23,158.85452270507812,158.93075022783887,157.47293338495862,158.34952808833728,19680800
15,2020-01-24,157.25376892089844,159.62630142430766,156.69160731427516,159.6072409094811,24918100
16,2020-01-27,154.6239776611328,155.67208784388203,152.64210584033302,153.547283976937,32078100
17,2020-01-28,157.6539764404297,157.93981148531094,155.37673183642173,156.05322749452574,24899900
18,2020-01-29,160.11227416992188,160.7887844899361,157.8731501907452,159.92171259238376,34754500
19,2020-01-30,164.62864685058594,165.83873532348133,162.7325251126566,165.83873532348133,51597500
20,2020-01-31,162.19894409179688,164.26656684053623,161.5796153816874,164.0855428072583,36142700
21,2020-02-03,166.15313720703125,166.26747121673395,162.36089444421407,162.38947794663974,30107000
22,2020-02-04,171.622314453125,172.11778602310363,167.9920645264514,168.78290862542698,36433300
23,2020-02-05,171.41268920898438,175.5098271284707,169.99299359122742,175.34784911686342,39186300
24,2020-02-06,174.9666748046875,175.14771327603557,171.56509394133374,172.43216528362868,27751400
25,2020-02-07,175.2144775390625,176.87239343667386,173.87099471887296,174.22354882690465,33529100
26,2020-02-10,179.7975311279297,179.93092564316706,174.6046534819514,174.9190865262063,35844300
27,2020-02-11,175.73854064941406,181.70320278638292,174.84288539527742,181.6555587654134,53159900
28,2020-02-12,175.99581909179688,177.0820359671832,173.27074664457643,176.82476986701107,47062900
29,2020-02-13,175.04295349121094,177.4440547028916,174.24257188173937,174.4426709188351,35295800
30,2020-02-14,176.60557556152344,176.6627425591971,174.0329443549208,174.60464340947937,23149500
31,2020-02-18,178.39694213867188,178.84476985051404,176.74856338126884,176.85337443167694,27792200
32,2020-02-19,178.93191528320312,179.79179157907453,178.15802370119442,179.67714529392427,29997500
33,2020-02-20,176.1993865966797,178.90323971266614,173.02738480054768,178.61660944359718,36862400
34,2020-02-21,170.62930297851562,175.32044201019235,169.34903730957274,175.00515009256466,48572600
35,2020-02-24,163.27252197265625,166.76937977870733,155.95396547023205,160.29160165464475,68311100
36,2020-02-25,160.57823181152344,167.0464463520378,160.17694061961805,166.4349751443764,68073300
37,2020-02-26,162.5846405029297,165.53689970935307,160.71201601246975,162.14515324804916,56206100
38,2020-02-27,151.12908935546875,159.58460475023864,150.93800730931096,156.03998687134066,93174900
39,2020-02-28,154.7883758544922,156.4126097745055,145.2245782829779,145.6163059732694,97012700
40,2020-03-02,165.0878143310547,165.21202419730741,155.07496835569077,157.94124222707768,71030800
41,2020-03-03,157.17689514160156,167.1993044084462,155.02718979920726,166.05279780822704,71677000
42,2020-03-04,162.94769287109375,163.0910007511262,158.23744130615754,160.97952023265017,49814400
43,2020-03-05,158.85845947265625,163.25340408325562,158.30431143028486,158.6482648849077,47817300
44,2020-03-06,154.3679962158203,155.83934403403944,149.0462729344585,155.36163162078796,72821100
45,2020-03-09,143.9060516357422,150.71823384322937,143.31369303635122,144.26911765659355,70419300
46,2020-03-10,153.74691772460938,153.8520150088613,145.77868043045396,151.10995119968203,65354400
47,2020-03-11,146.78187561035156,150.67044587719957,144.41241227286622,150.12586147449383,56371600
48,2020-03-12,132.86138916015625,146.62906597565518,132.40278927326275,138.82324600428177,93226400
49,2020-03-13,151.7501220703125,154.6928321908884,134.45692743443067,140.92515738418072,92727400
50,2020-03-16,129.3836212158203,142.69269590574396,128.98234455995768,133.75946843254872,87905900
51,2020-03-17,140.03662109375,140.92515916737005,128.9823490684404,133.75947310801226,81059800
52,2020-03-18,134.14163208007812,139.49201663164607,129.00145672314414,131.84861846004904,81593200
53,2020-03-19,136.34866333007812,143.45701074664507,132.80403133103658,136.4059864786484,85922700
54,2020-03-20,131.22760009765625,140.54299175470402,129.8040119191972,139.49201865938184,84866200
55,2020-03-23,129.9186553955078,134.3040661443452,126.61289387434711,130.90274173665898,78975200
56,2020-03-24,141.7276611328125,142.931505284728,134.97281777028138,137.3422663530012,82516700
57,2020-03-25,140.3710174560547,147.45071910570556,138.00156790595994,142.27231815915817,75638200
58,2020-03-26,149.1513214111328,149.6768078093719,141.75633042707474,141.78499199619498,64568100
59,2020-03-27,143.02706909179688,147.9857254238358,142.54935676044244,144.9856925660748,57042300
60,2020-03-30,153.0877227783203,153.44123989354836,143.32327944444214,145.6449694585216,63420300
61,2020-03-31,150.68002319335938,157.43486767401808,149.58127613348788,152.29467855467226,77927200
62,2020-04-01,145.32965087890625,150.71824557331107,144.09715943746545,146.1799782739562,57969900
63,2020-04-02,148.33924865722656,148.54944327874793,143.65767298579703,145.09081018055613,49630700
64,2020-04-03,146.9729766845703,150.36473713146398,145.4060808307808,148.18637008055234,41243300
65,2020-04-06,157.90304565429688,159.07821396372586,150.5558273134224,153.173696262992,67111700
66,2020-04-07,156.202392578125,162.42220225132698,155.98263439611668,162.0304746176157,62769000
67,2020-04-08,157.76925659179688,159.24060394676096,156.2119099497688,158.2851794210743,48318200
68,2020-04-09,157.77886962890625,159.90946310395054,156.0495528680882,158.94448918964176,51385100
69,2020-04-13,158.13232421875,158.1896619422146,155.0654193407315,157.02404273502208,41905300
70,2020-04-14,165.95729064941406,166.00506480681028,160.51137201464246,161.46679684806296,52874300
71,2020-04-15,164.21841430664062,165.8330845022303,161.6960934943149,163.56871788146768,40940800
72,2020-04-16,169.14837646484375,169.37768363300282,165.19291893049618,166.53052221015562,50479600
73,2020-04-17,170.6388397216797,171.9764283328193,168.03052006202375,171.49871603189482,52765600
74,2020-04-20,167.25668334960938,170.7822036198527,167.18981118642063,168.75670746445908,36669600
75,2020-04-21,160.33937072753906,165.92859614684912,158.7055881719727,165.76617570683052,56203700
76,2020-04-22,165.78529357910156,166.2438933407857,163.20564987402096,163.75023435752894,34620200
77,2020-04-23,163.77890014648438,167.25664546755797,163.29163879831881,166.34899491926967,32790800
78,2020-04-24,166.76939392089844,166.77894292014466,163.10056636013007,164.3903810323593,34277600
79,2020-04-27,166.29171752929688,169.0146699234512,165.57514880789395,168.7184905178518,33194400
80,2020-04-28,162.2406768798828,167.83946658136614,161.83940022834474,167.76303085079343,34392700
81,2020-04-29,169.52101135253906,169.7598675470246,164.21841549786015,165.49868120143262,51286600
82,2020-04-30,171.22166442871094,172.3586075592464,168.37448836722226,171.97644351621543,53875900
83,2020-05-01,166.7884979248047,170.6770688973552,166.2534478433984,167.9636662311745,39370500
84,2020-05-04,170.8681640625,171.0210355260861,166.05282958853937,166.71207501895736,30372900
85,2020-05-05,172.7025909423828,175.46376818060912,171.88092498678816,172.56883204629187,36839200
86,2020-05-06,174.40321350097656,175.98922195799156,173.5337881277713,173.96372631515825,32139300
87,2020-05-07,175.41595458984375,176.32360500375162,174.4414174591719,175.96053900673977,28316000
88,2020-05-08,176.44781494140625,176.75355782294716,175.18666200160757,176.7344452481951,30877800
89,2020-05-11,178.41604614257812,179.1517127986316,174.69944396745652,174.98605976663234,30892700
90,2020-05-12,174.37457275390625,178.7026458758745,174.17394171252047,178.4733532571479,32038200
91,2020-05-13,171.7375946044922,175.84592384455263,168.67067481754464,174.41278675466813,44711500
92,2020-05-14,172.4828338623047,172.63570532552734,167.8490178614164,169.6261085301604,41873900
93,2020-05-15,174.9955596923828,178.72170951257604,169.11014111297186,171.07831330408015,46610400
94,2020-05-18,176.66758728027344,177.90007874615046,175.75993671813157,177.47014054078053,35264500
95,2020-05-19,175.44461059570312,178.2822226077899,175.31085174503934,176.78219910234074,26799100
96,2020-05-20,177.87818908691406,178.0602277033785,176.23028056417823,177.063810419329,31261300
97,2020-05-21,175.74159240722656,178.84579426904125,175.60746104019137,177.62902175572185,29119500
98,2020-05-22,175.81829833984375,176.72849143363786,174.88895405824258,175.51171852342944,20826900
99,2020-05-26,173.95960998535156,178.68296499176597,173.50930858232218,178.529667786644,36073600
100,2020-05-27,174.18954467773438,174.3620076917723,169.19792677156028,172.64702624082813,39517100
101,2020-05-28,173.79672241210938,176.4314578184735,172.81948562359167,173.16439702519384,33810200
102,2020-05-29,175.5692138671875,176.54646542657161,172.84825384301752,175.07100518329366,42130400
103,2020-06-01,175.1667938232422,175.3296666226282,173.85422121574976,174.88894080958718,22622400
104,2020-06-02,177.15963745117188,177.2458616590399,173.74885456048523,176.52729735501674,30794600
105,2020-06-03,177.59071350097656,178.14640479720936,175.88532262805194,177.0733538081934,27311000
106,2020-06-04,175.25299072265625,178.05059851368466,174.65898241515453,176.57515333661706,28761800
107,2020-06-05,179.35362243652344,179.86140663793083,174.3811558046037,174.96558860876283,39893600
108,2020-06-08,180.46499633789062,180.64703493303534,176.7093027038337,178.14643104121788,33211600
109,2020-06-09,181.8446807861328,182.70695212535423,179.41113476074412,180.12012348846142,29783900
110,2020-06-10,188.58961486816406,190.19920669528548,183.00397261834428,183.118952861215,43872300
111,2020-06-11,178.46261596679688,187.55483931934828,178.27100176295292,185.03508403130834,52854700
112,2020-06-12,179.87100219726562,183.68417892735448,177.41829069397733,182.5536302771915,43373600
113,2020-06-15,181.02069091796875,182.82189647750297,176.2973214302196,176.84343722531378,32770200
114,2020-06-16,185.4566192626953,187.38236587565078,183.43505825101133,184.8051135136358,42556700
115,2020-06-17,186.0985565185547,188.09137636703255,185.5716065025008,186.85543772763106,25687800
116,2020-06-18,188.09130859375,188.25418133652988,185.86854373393248,185.86854373393248,23061600
117,2020-06-19,186.97039794921875,190.9368717263211,186.22309235492597,190.26621473390784,44441100
118,2020-06-22,192.1632537841797,192.3452777850563,187.04706509099958,187.58359073811002,32818900
119,2020-06-23,193.4470977783203,195.40158628078228,192.98720609131763,193.619546196525,30917400
120,2020-06-24,189.54766845703125,194.73091552273308,188.3213199494767,193.1500799897967,36740600
121,2020-06-25,191.94284057617188,192.20152774783602,187.27696899050756,189.50930990183528,27803900
122,2020-06-26,188.10096740722656,191.51175016326752,186.71174606480238,191.35845294251277,54675800
123,2020-06-29,190.12252807617188,190.20875228029834,185.43748960200932,187.57401661320998,26701600
124,2020-06-30,194.98001098632812,195.83270665462686,189.45186715239498,189.5859985624905,34310300
125,2020-07-01,196.12013244628906,197.70098256301688,193.31294846872325,194.6255211499115,32061200
126,2020-07-02,197.61474609375,199.3009862383214,196.40756340598136,197.05905464785508,29315800
127,2020-07-06,201.86863708496094,202.28062150330317,199.3680330335427,200.0770216548245,31897600
128,2020-07-07,199.52133178710938,205.67223975704346,199.27223478705542,201.62911724228758,33600700
129,2020-07-08,203.9093780517578,204.32134787899562,199.94290390142638,201.26506682461263,33600000
130,2020-07-09,205.3369140625,207.31056807147002,202.6063642381437,207.2626608673324,33121700
131,2020-07-10,204.71417236328125,205.1069910138822,202.23273387739715,204.66626515382762,26177600
132,2020-07-13,198.3908233642578,206.75490787235915,197.84470746926797,205.49022766452694,38135600
133,2020-07-14,199.61715698242188,200.09619982171807,193.56204847648868,197.49020560640852,37591800
134,2020-07-15,199.3201446533203,202.47225482563013,196.43631192946955,200.77643902573882,32179400
135,2020-07-16,195.37281799316406,197.07820922824786,193.8302995592707,196.79078061823034,29940700
136,2020-07-17,194.37643432617188,196.44588835771034,192.94888134945083,195.89978710275213,31635300
137,2020-07-20,202.73094177246094,203.4015988445858,194.5009744255824,196.4075702484774,36884800
138,2020-07-21,200.00039672851562,204.97286402098612,199.3105738313389,204.70460118533163,37990400
139,2020-07-22,202.87460327148438,203.40155321681365,199.65543542819267,200.43148233893922,49605700
140,2020-07-23,194.0506591796875,202.0794215246209,193.6770063646899,198.5057661792105,67457000
141,2020-07-24,192.8626708984375,194.3572823797303,189.2315175967975,192.01955073187074,39827000
142,2020-07-27,195.3057403564453,195.42070594143314,192.4410593702907,193.0254921260204,30160900
143,2020-07-28,193.5524444580078,196.1201066823261,193.2841816769365,195.07579695463957,23251400
144,2020-07-29,195.50694274902344,196.07220973733158,193.54286436977003,194.0123315708133,19632600
145,2020-07-30,195.35365295410156,195.89019318387906,191.20515506565272,192.57521049122226,25079600
146,2020-07-31,196.41714477539062,196.50338359930274,190.66863055545073,195.8327119115943,51044000
147,2020-08-03,207.46383666992188,208.51773661298748,201.619523639829,202.65425777868654,78983000
148,2020-08-04,204.35006713867188,205.76804432439195,201.4949762006801,205.19318712810264,49280100
149,2020-08-05,204.0147705078125,205.9884247031007,202.70219778204324,205.89261028578034,28806400
150,2020-08-06,207.2818603515625,207.30101154094825,202.68304577244257,203.43992709157922,32656800
151,2020-08-07,203.5740203857422,206.65905712955916,202.08898480968202,205.84469315633157,27820400
152,2020-08-10,199.52133178710938,202.9991872906506,197.70097494382514,202.7979828765569,36716500
153,2020-08-11,194.85543823242188,198.94645288740764,194.62549244411483,198.47700033771494,36446500
154,2020-08-12,200.4219512939453,201.46626120547887,196.16804841775132,196.68540826683247,28013100
155,2020-08-13,199.95248413085938,202.4914200259943,199.4255340681538,200.66147281697482,22588900
156,2020-08-14,200.14407348632812,200.80515488112698,198.81233510377172,200.00994208877663,17958900
157,2020-08-17,201.46621704101562,202.33807835147277,200.1632201809644,200.81472592060226,20184800
158,2020-08-18,202.62554931640625,203.4590791946227,200.44111509683887,201.70578061484903,21336200
159,2020-08-19,201.39622497558594,203.70119775008826,200.96404715991875,203.1153521518743,27627600
