Price,Date,Close,High,Low,Open,Volume
Ticker,,NVDA,NVDA,NVDA,NVDA,NVDA
0,2020-01-02,5.972161769866943,5.972161769866943,5.892752419133898,5.943285685491549,237536000
1,2020-01-03,5.876571178436279,5.9203836073401535,5.827531170640705,5.852424606945243,205384000
2,2020-01-06,5.90121603012085,5.906443609620998,5.7570839240151415,5.78322182151588,262636000
3,2020-01-07,5.972658157348633,6.018461899718901,5.884535724479657,5.929592602191348,314856000
4,2020-01-08,5.983861446380615,6.025184484363847,5.928349401284013,5.968427506304748,277108000
5,2020-01-09,6.049578666687012,6.122018367292385,5.995809158436552,6.070240181628175,255112000
6,2020-01-10,6.0819411277771,6.187240048138393,6.067752120336746,6.156870235432352,316296000
7,2020-01-13,6.2726240158081055,6.2977662482832395,6.142431664640482,6.165084980857148,319840000
8,2020-01-14,6.155625820159912,6.255199094022158,6.142431999336012,6.2298075886953805,359088000
9,2020-01-15,6.113057613372803,6.190724906446036,6.087168515681725,6.168320861336342,263104000
10,2020-01-16,6.196699142456055,6.202673585938603,6.143178422576871,6.166578128382356,284192000
11,2020-01-17,6.205410957336426,6.223334285426374,6.1578646871941904,6.21586611335488,253792000
12,2020-01-21,6.172054290771484,6.205660353564941,6.137950159908821,6.168818035328483,217916000
13,2020-01-22,6.226073741912842,6.312702466469189,6.198442116859232,6.217361110121417,239240000
14,2020-01-23,6.294529438018799,6.302993271921068,6.177282120617684,6.266151426985994,244516000
15,2020-01-24,6.235284328460693,6.459822377522355,6.181016740859083,6.410035504074438,373512000
16,2020-01-27,5.9793806076049805,6.030411937538711,5.780980460009184,5.930589397272543,470536000
17,2020-01-28,6.172802448272705,6.205163585072058,5.9920763461190765,6.04534827455803,310976000
18,2020-01-29,6.112311840057373,6.194459855480185,6.0724820532193915,6.158364393072457,258848000
19,2020-01-30,6.119032382965088,6.132475000668001,5.9594663457306005,6.014480325152171,290504000
20,2020-01-31,5.885533332824707,6.085177966433363,5.843712696530741,6.073229077548555,370420000
21,2020-02-03,5.982616901397705,6.002033487145039,5.8611371803331815,5.867360420646927,255564000
22,2020-02-04,6.151891231536865,6.1710594954488736,6.074473210292786,6.124508879153485,271544000
23,2020-02-05,6.24225378036499,6.283078746429392,6.158860847289228,6.2728723862126,208220000
24,2020-02-06,6.329133033752441,6.329133033752441,6.195456077136111,6.276608438314727,218284000
25,2020-02-07,6.262916088104248,6.311209232941691,6.237524582680928,6.289053983566939,189752000
26,2020-02-10,6.546201705932617,6.546948095887716,6.280589439315649,6.285568221166267,529608000
27,2020-02-11,6.668676376342773,6.783434777596909,6.592502820899374,6.654487370839691,638556000
28,2020-02-12,6.784432411193848,6.790904924219085,6.682618527827235,6.721452181569981,374644000
29,2020-02-13,6.7406182289123535,6.80783035930972,6.6990463976554,6.726429222958646,528016000
30,2020-02-14,7.213841915130615,7.342789344942508,7.119496217011924,7.150861692554667,1041924000
31,2020-02-18,7.382617473602295,7.401038871198781,7.091116590521098,7.110533174708703,620164000
32,2020-02-19,7.8339338302612305,7.8516083635339475,7.505093025636607,7.505093025636607,694332000
33,2020-02-20,7.684574604034424,7.874261646645899,7.377141689610496,7.785890399721732,810052000
34,2020-02-21,7.320385932922363,7.597449081982176,7.235499724404231,7.572306845069844,768180000
35,2020-02-24,6.802852630615234,7.0166867380506135,6.671415808496478,6.725932196088787,856916000
36,2020-02-25,6.523299217224121,6.940013643016867,6.421485365837315,6.878029094527147,1055496000
37,2020-02-26,6.662702560424805,6.8568707909705555,6.5220555257655635,6.523548780567717,747732000
38,2020-02-27,6.291818618774414,6.650497244630858,6.19940901819961,6.349107430692061,906416000
39,2020-02-28,6.726965427398682,6.786496174779631,6.022560928685381,6.0392493015615685,1133252000
40,2020-03-02,6.885382175445557,6.914276004520693,6.501048355361241,6.897089264400628,890744000
41,2020-03-03,6.622849941253662,7.000956813310709,6.537414603391664,6.941177113882705,652792000
42,2020-03-04,7.08664083480835,7.096105989166216,6.655479133187068,6.7302041110260316,597408000
43,2020-03-05,6.807170391082764,7.0540107600488415,6.762584445911422,6.887125597678066,540328000
