Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2020-01-02,72.6208267211914,72.68127355425736,71.37320320125843,71.62707694862993,135480400
1,2020-01-03,71.91482543945312,72.67645428247283,71.68996492576686,71.84712526182395,146322800
2,2020-01-06,72.48784637451172,72.52653323692198,70.78324846628296,71.03470938256737,118387200
3,2020-01-07,72.14693450927734,72.75381577050801,71.9269071243437,72.49752175701711,108872000
4,2020-01-08,73.30750274658203,73.60973691556963,71.84952541053639,71.84952541053639,132079200
5,2020-01-09,74.86461639404297,75.05804331745496,74.03528757623693,74.28674110091968,170108400
6,2020-01-10,75.03385162353516,75.59964041438873,74.53093727237567,75.09913891873681,140644800
7,2020-01-13,76.63691711425781,76.66351755996668,75.23213318778205,75.3506140079616,121532000
8,2020-01-14,75.60208129882812,76.78442520845898,75.47877474428456,76.5740713542954,161954400
9,2020-01-15,75.27808380126953,76.28392021153914,74.84528231468065,75.40139772921896,121923600
10,2020-01-16,76.22103118896484,76.3322586671137,75.45940261877463,75.82208359303314,108829200
11,2020-01-17,77.06488800048828,77.06730085653118,76.16301849026416,76.4700857814728,137816400
12,2020-01-21,76.5426254272461,77.1350000250309,76.40480486276103,76.69253240808335,110843200
13,2020-01-22,76.81584930419922,77.36953706088629,76.7215486894379,77.02861598860008,101832400
14,2020-01-23,77.18577575683594,77.26556233295065,76.32017294133449,76.86903492947071,104472000
15,2020-01-24,76.96334838867188,78.17711850688946,76.77233427243553,77.43241654524255,146537600
16,2020-01-27,74.7002182006836,75.38205304274135,73.71614173787451,74.96859866575934,161940000
17,2020-01-28,76.81343841552734,76.98510540061056,75.48360773770071,75.58274145549967,162234000
18,2020-01-29,78.42132568359375,79.2700018323593,77.70563703421264,78.44792613497704,216229200
19,2020-01-30,78.30767059326172,78.36086410726632,77.06972049871605,77.50252193635508,126743200
20,2020-01-31,74.83560180664062,78.01993693561123,74.54062095731271,77.59680909150437,199588400
21,2020-02-03,74.63009643554688,75.79792627872014,73.0729850588055,73.57589958168212,173788400
22,2020-02-04,77.09391784667969,77.28493196834982,75.83178725999309,76.23798834153754,136616400
23,2020-02-05,77.7225341796875,78.52284958990063,77.11806590135353,78.22302830628803,118826800
24,2020-02-06,78.6316909790039,78.6341112145996,77.43484758309437,77.99337597693889,105425600
25,2020-02-07,77.5628662109375,78.3796223944295,77.070873196759,78.12999061671879,117684000
26,2020-02-10,77.93124389648438,77.93124389648438,76.06506702253098,76.14504296724274,109348800
27,2020-02-11,77.4610595703125,78.500791189116,77.24293596960018,78.42808578763751,94323200
28,2020-02-12,79.30059051513672,79.30543507665523,77.91185812540034,77.91185812540034,113730400
29,2020-02-13,78.73587036132812,79.06305941279798,78.36748405379012,78.57106654450395,94747600
30,2020-02-14,78.75527954101562,79.00491129587996,78.24631951175783,78.70437836069574,80113600
31,2020-02-18,77.313232421875,77.49500334449696,76.24926307124777,76.43103399386973,152531200
32,2020-02-19,78.43292236328125,78.66316843831524,77.55557609214306,77.55557609214306,93984000
33,2020-02-20,77.62830352783203,78.68257641893778,77.12176941520916,78.19300936850892,100566000
34,2020-02-21,75.87116241455078,77.66464101568167,75.25314438056381,77.22111592621015,129554000
35,2020-02-24,72.26727294921875,73.72144039286337,70.09814428354905,72.04430474977563,222195200
36,2020-02-25,69.81940460205078,73.32152656752166,69.34680474475954,72.93859916229857,230673600
37,2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800
38,2020-02-27,66.29061889648438,69.31528870252646,66.15489724457306,68.12772055016481,320605600
39,2020-02-28,66.25186157226562,67.4757902084099,62.134146685522694,62.34985172812334,426510000
40,2020-03-02,72.41995239257812,73.05736355673497,67.30855537364073,68.41372189685545,341397200
41,2020-03-03,70.11994934082031,73.67781024463216,69.26683312015966,73.59783429708392,319475600
42,2020-03-04,73.3724365234375,73.53239582305254,71.04334864954015,71.84556373045045,219178400
